iter	MAE
807	9129838.895
808	9129574.49
809	9129326.438
810	9128159.234
811	9122508.479
812	9121997.526
813	9121840.994
814	9120294.079
815	9118656.808
816	9117591.12
817	9117455.623
818	9117355.013
819	9116470.648
820	9114525.242
821	9114125.13
822	9113481.421
823	9110087.812
824	9105885.127
825	9105731.364
826	9103102.657
827	9102343.434
828	9096686.367
829	9095284.059
830	9094680.435
831	9083807.348
832	9083659.395
833	9083518.515
834	9082998.785
835	9074241.598
836	9066294.722
837	9064614.507
838	9064457.963
839	9063673.764
840	9063575.439
841	9058528.936
842	9058147.427
843	9057462.706
844	9057124.076
845	9056035.05
846	9055932.861
847	9055226.408
848	9054793.565
849	9054600.946
850	9048042.957
851	9046510.69
852	9039388.821
853	9039331.051
854	9039143.423
855	9035801.676
856	9032151.522
857	9025311.371
858	9024852.128
859	9020029.2
860	9019919.368
861	9007924.144
862	9006511.421
863	9006365.925
864	9005387.762
865	9004697.463
866	9004266.425
867	9004075.946
868	9002942.808
869	8997985.393
870	8996941.989
871	8996674.379
872	8996309.038
873	8992265.961
874	8991386.65
875	8991282.728
876	8991097.895
877	8988485.341
878	8987591.827
879	8987082.368
880	8986999.866
881	8985955.97
882	8985595.943
883	8985224.448
884	8984428.18
885	8982262.617
886	8981584.176
887	8979915.785
888	8967443.673
889	8962599.601
890	8962104.218
891	8961715.258
892	8957809.808
893	8957757.006
894	8957136.986
895	8956146.185
896	8953633.622
897	8952223.651
898	8951647.735
899	8945705.104
900	8939609.838
901	8939287.291
902	8938824.43
903	8933224.728
904	8932298.518
905	8931967.452
906	8931569.388
907	8916127.215
908	8915924.975
909	8915755.42
910	8914899.519
911	8913831.316
912	8912387.19
913	8911830.201
914	8909205.438
915	8895162.708
916	8893167.656
917	8891938.671
918	8891510.791
919	8883699.813
920	8878032.141
921	8876038.301
922	8868290.346
923	8868109.798
924	8867559.639
925	8867332.691
926	8866899.855
927	8863659.241
928	8856313.381
929	8856235.469
930	8855652.17
931	8851462.83
932	8850835.376
933	8850676.544
934	8846584.919
935	8833417.066
936	8833129.309
937	8831537.266
938	8830333.365
939	8830184.785
940	8820630.7
941	8816409.609
942	8816290.5
943	8812323.017
944	8811175.708
945	8811002.568
946	8810788.551
947	8808078.623
948	8807396.367
949	8806663.883
950	8804170.98
951	8803904.351
952	8800120.148
953	8796882.012
954	8796088.111
955	8795911.058
956	8795479.805
957	8793328.885
958	8792352.976
959	8783055.934
960	8782815.071
961	8782623.448
962	8781626.555
963	8780721.337
964	8776742.996
965	8776431.946
966	8773581.732
967	8773145.175
968	8772300.828
969	8772189.681
970	8770516.132
971	8770267.528
972	8769357.101
973	8768879.599
974	8766861.071
975	8765413.077
976	8765276.585
977	8765014.005
978	8763148.16
979	8763017.473
980	8760781.149
981	8760497.404
982	8760324.998
983	8758412.324
984	8757994.086
985	8754984.542
986	8754833.72
987	8754499.099
988	8754176.266
989	8752347.193
990	8751897.653
991	8751537.952
992	8751173.315
993	8744439.819
994	8744214.147
995	8743883.444
996	8743191.155
997	8742634.988
998	8742408.688
999	8742263.563
1000	8741779.367
1001	8741472.05
1002	8739721.856
1003	8739248.556
1004	8739172.171
1005	8739025.549
1006	8736493.564
1007	8732595.813
1008	8732477.617
1009	8731120.536
1010	8729424.502
1011	8728926.342
1012	8725454.472
1013	8725196.881
1014	8724946.028
1015	8721887.081
1016	8720558.695
1017	8720456.231
1018	8719608.354
1019	8718487.668
1020	8715370.719
1021	8713942.306
1022	8713766.985
1023	8713635.776
1024	8702505.833
1025	8702292.36
1026	8700897.307
1027	8700771.887
1028	8700475.761
1029	8700196.036
1030	8699626.934
1031	8692710.613
1032	8692383.007
1033	8688828.979
1034	8688383.141
1035	8687153.995
1036	8686631.372
1037	8686409.375
1038	8682642.733
1039	8682522.406
1040	8681873.379
1041	8681795.259
1042	8681227.569
1043	8674879.593
1044	8674090.124
1045	8673493.155
1046	8672782.211
1047	8672497.669
1048	8671924.771
1049	8671575.055
1050	8671439.17
1051	8671271.533
1052	8671076.426
1053	8667916.123
1054	8667857.897
1055	8664410.015
1056	8663328.289
1057	8662920.166
1058	8660668.045
1059	8660384.348
1060	8659358.875
1061	8658946.889
1062	8656673.412
1063	8656511.359
1064	8655422.942
1065	8654847.177
1066	8654516.643
1067	8652127.961
1068	8651929.187
1069	8651343.241
1070	8650948.889
1071	8650054.651
1072	8649844.399
1073	8648085.165
1074	8648028.267
1075	8647723.202
1076	8646488.809
1077	8642719.022
1078	8638742.808
1079	8635520.553
1080	8634027.788
1081	8632184.718
1082	8631719.181
1083	8630582.354
1084	8630526.241
1085	8625298.642
1086	8625091.714
1087	8622434.088
1088	8620875.706
1089	8619858.69
1090	8619179.569
1091	8617409.618
1092	8616685.256
1093	8616386.04
1094	8616031.366
1095	8615805.071
1096	8615377.339
1097	8615204.075
1098	8615078.125
1099	8614891.738
1100	8614661.367
1101	8613011.669
1102	8612907.893
1103	8612768.912
1104	8612391.528
1105	8612130.312
1106	8610851.835
1107	8610588.227
1108	8609157.836
1109	8608952.447
1110	8608624.248
1111	8602715.209
1112	8602068.304
1113	8601852.763
1114	8601254.796
1115	8600647.796
1116	8598774.71
1117	8598595.979
1118	8598387.964
1119	8598059.886
1120	8597769.47
1121	8597125.146
1122	8596750.286
1123	8596157.315
1124	8595892.632
1125	8594953.937
1126	8594898.151
1127	8593989.17
1128	8592128.129
1129	8591844.597
1130	8589684.885
1131	8588764.758
1132	8588470.853
1133	8588364.304
1134	8588098.028
1135	8587987.38
1136	8587226.885
1137	8584730.631
1138	8584624.561
1139	8583727.589
1140	8583123.161
1141	8582992.089
1142	8582788.705
1143	8582708.105
1144	8576622.389
1145	8576239.963
1146	8573170.171
1147	8573071.471
1148	8570146.04
1149	8569868.43
1150	8569715.57
1151	8569212.484
1152	8566666.382
1153	8562310.123
1154	8562133.563
1155	8562043.615
1156	8559822.723
1157	8559603.027
1158	8556662.816
1159	8555544.43
1160	8555278.123
1161	8554397.379
1162	8554246.223
1163	8553876.642
1164	8553734.494
1165	8553271.13
1166	8553102.439
1167	8552685.896
1168	8552096.606
1169	8550203.098
1170	8545620.466
1171	8545380.193
1172	8545190.167
1173	8544656.132
1174	8543560.259
1175	8542004.877
1176	8541859.752
1177	8539574.1
1178	8539345.246
1179	8538312.387
1180	8538005.297
1181	8537307.177
1182	8537031.171
1183	8535812.885
1184	8534751.092
1185	8534658.415
1186	8534484.447
1187	8532986.444
1188	8532786.57
1189	8528947.204
1190	8528691.767
1191	8522900.399
1192	8522566.493
1193	8522276.053
1194	8521426.397
1195	8521265.693
1196	8519821.004
1197	8514826.194
1198	8514429.177
1199	8513961.188
1200	8513890.358
1201	8510283.837
1202	8510120.395
1203	8507318.628
1204	8507172.06
1205	8506987.159
1206	8506974.471
1207	8506918.949
1208	8506556.232
1209	8505935.768
1210	8504082.245
1211	8503622.174
1212	8503429.246
1213	8502683.319
1214	8497717.327
1215	8496669.375
1216	8494184.038
1217	8494060.762
1218	8492881.561
1219	8488820.592
1220	8488542.557
1221	8488461.284
1222	8487933.217
1223	8487081.245
1224	8480026.082
1225	8479563.234
1226	8479101.64
1227	8478779.034
1228	8478272.502
1229	8477953.336
1230	8477651.064
1231	8476894.477
1232	8473756.317
1233	8466211.833
1234	8466070.194
1235	8464921.638
1236	8464853.068
1237	8464212.177
1238	8463878.183
1239	8462603.724
1240	8460035.412
1241	8459969.539
1242	8458659.688
1243	8455805.736
1244	8455689.635
1245	8455408.806
1246	8454993.2
1247	8454877.457
1248	8454328.055
1249	8454101.004
1250	8450121.432
1251	8449483.259
1252	8449321.859
1253	8449224.921
1254	8449029.854
1255	8447998.133
1256	8445144.319
1257	8443687.956
1258	8440715.274
1259	8440548.578
1260	8438342.494
1261	8436070.081
1262	8435019.146
1263	8433450.28
1264	8424684.44
1265	8423439.842
1266	8419761.362
1267	8418147.512
1268	8416891.602
1269	8416828.456
1270	8416237.844
1271	8415902.217
1272	8415491.603
1273	8415259.238
1274	8406127.096
1275	8395282.896
1276	8395111.153
1277	8393330.969
1278	8393285.907
1279	8393136.803
1280	8392385.841
1281	8392110.293
1282	8392051.323
1283	8389891.112
1284	8389620.279
1285	8387218.041
1286	8386794.927
1287	8386627.217
1288	8386443.908
1289	8386312.561
1290	8386062.336
1291	8385930.2
1292	8384993.809
1293	8384949.175
1294	8384625.803
1295	8384487.039
1296	8384390.813
1297	8384308.263
1298	8384154.887
1299	8382829.496
1300	8380956.015
1301	8380451.93
1302	8380200.849
1303	8379924.083
1304	8376319.578
1305	8375533.405
1306	8375440.354
1307	8370847.09
1308	8370524.97
1309	8369579.293
1310	8369373.206
1311	8367472.811
1312	8367168.484
1313	8367141.361
1314	8366439.266
1315	8363239.385
1316	8357990.748
1317	8356691.113
1318	8354680.919
1319	8354354.919
1320	8352352.251
1321	8352246.893
1322	8352133.667
1323	8351183.687
1324	8350874.008
1325	8347038.553
1326	8346845.127
1327	8346807.564
1328	8345073.349
1329	8344676.31
1330	8344628.131
1331	8343936.093
1332	8342330.74
1333	8341611.686
1334	8341554.708
1335	8341310.949
1336	8341145.215
1337	8341000.656
1338	8338097.607
1339	8337505.562
1340	8337247.306
1341	8333466.615
1342	8329209.666
1343	8329150.643
1344	8328893.521
1345	8328582.544
1346	8325483.333
1347	8325408.543
1348	8323213.67
1349	8320139.697
1350	8320084.802
1351	8309646.26
1352	8309240.337
1353	8308312.562
1354	8306177.719
1355	8305057.992
1356	8304520.206
1357	8304007.887
1358	8303881.239
1359	8303752.395
1360	8303568.618
1361	8302654.936
1362	8300043.663
1363	8299391.733
1364	8297651.335
1365	8295369.419
1366	8294623.087
1367	8290207.193
1368	8288989.515
1369	8288784.139
1370	8288184.356
1371	8287897.668
1372	8287814.57
1373	8287319.617
1374	8286095.081
1375	8285966.694
1376	8285935.166
1377	8284397.424
1378	8284093.961
1379	8284057.706
1380	8283817.796
1381	8282923.541
1382	8282004.67
1383	8281668.919
1384	8281612.027
1385	8281291.148
1386	8280904.915
1387	8280299.642
1388	8275098.519
1389	8274995.903
1390	8269432.209
1391	8269395.692
1392	8269209.426
1393	8268900.146
1394	8268690.587
1395	8268366.308
1396	8266001.546
1397	8264357.88
1398	8263788.145
1399	8263111.801
1400	8262857.17
1401	8261824.615
1402	8260775.135
1403	8260399.276
1404	8260263.813
1405	8254789.136
1406	8254702.247
1407	8254111.916
1408	8253687.333
1409	8253452.561
1410	8251048.353
1411	8249799.056
1412	8247978.562
1413	8247915.27
1414	8247405.689
1415	8247313.126
1416	8247130.38
1417	8246168.637
1418	8245800.019
1419	8245769.06
1420	8245611.701
1421	8233531.262
1422	8233343.315
1423	8233175.243
1424	8230448.988
1425	8230309.214
1426	8230226.143
1427	8229885.366
1428	8229725.782
1429	8228296.127
1430	8227905
1431	8227720.861
1432	8227654.297
1433	8227167.369
1434	8224445.146
1435	8222161.073
1436	8222050.23
1437	8221497.43
1438	8221127.269
1439	8220850.783
1440	8220827.994
1441	8220768.498
1442	8220704.938
1443	8219423.751
1444	8215762.667
1445	8214571.197
1446	8213787.923
1447	8212635.785
1448	8211560.144
1449	8210781.859
1450	8210262.614
1451	8208850.902
1452	8208082.964
1453	8207915.105
1454	8204133.964
1455	8202798.929
1456	8202511.484
1457	8202342.597
1458	8201805.95
1459	8201724.711
1460	8201664.231
1461	8200646.872
1462	8199415.536
1463	8199349.225
1464	8199177.576
1465	8198746.018
1466	8198202.986
1467	8197081.672
1468	8196810.276
1469	8196613.276
1470	8195047.616
1471	8194939.984
1472	8193615.226
1473	8193366.602
1474	8193067.846
1475	8192373.925
1476	8192314.274
1477	8191934.451
1478	8190445.92
1479	8189722.067
1480	8189674.392
1481	8189549.489
1482	8189365.888
1483	8189173.022
1484	8188873.713
1485	8186825.323
1486	8186549.444
1487	8186181.522
1488	8185909.725
1489	8185793.733
1490	8184846.965
1491	8184748.988
1492	8184337.104
1493	8184314.312
1494	8183721.005
1495	8183225.604
1496	8182601.594
1497	8181890.976
1498	8181773.247
1499	8181693.885
